audio_path,transcript,language,duration_ms,word_count,Part
TheDirection_1_24_70249_71087.wav,جزاك الله خير.,Arabic,838,3,Mixat-Part1
TheDirection_1_25_71087_72066.wav,صدق هالكلام.,Arabic,979,2,Mixat-Part1
TheDirection_1_26_72066_77405.wav,[I'm I'm overwhelmed] يعني [I'm very humbled and overwhelmed] صراحه.,CS,5339,10,Mixat-Part1
TheDirection_1_27_77405_77979.wav,هذا الصدق.,Arabic,574,2,Mixat-Part1
TheDirection_1_28_77979_81957.wav,هاي يعني سبحان الله نعمه من رب العالمين.,Arabic,3978,8,Mixat-Part1
TheDirection_1_29_81957_82553.wav,سبحانه.,Arabic,596,1,Mixat-Part1
TheDirection_1_30_82553_94038.wav,كل اللي عليه الواحد إنه ممكن اتكلمنا جبل يمضي في هاي التحديات، يعيش حياته.,Arabic,11485,14,Mixat-Part1
TheDirection_1_31_94038_99481.wav,"[Life, you will always struggle in life, there are always struggles].",English,5443,11,Mixat-Part1
TheDirection_1_32_99481_100141.wav,صح.,Arabic,660,1,Mixat-Part1
TheDirection_1_33_100141_111393.wav,"إذا أنت [pity] على كل [struggle, you will sit, that's it, I'm a loser]، أنا ما أقدر أكمل [you will not survive].",CS,11252,22,Mixat-Part1
TheDirection_1_34_111393_112099.wav,صدق.,Arabic,706,1,Mixat-Part1
TheDirection_1_35_112099_122632.wav,دائمًا في تحديات، تحديات صغيره، تحديات كبيره، ساعات اتقول ليش أنا يستوي لي شي، زين أنت ما تعرف أصلًا غيرك شو التحديات اللي يالس يمر فيها؟,Arabic,10533,26,Mixat-Part1
TheDirection_1_36_122632_126929.wav,صحيح متى تقارن، اتشوف مشاكل الناس وتحدياتهم تقول أنا اللي عندي ولا شي.,Arabic,4297,13,Mixat-Part1
TheDirection_1_37_126929_127439.wav,ولا شي.,Arabic,510,2,Mixat-Part1
TheDirection_1_38_127439_132550.wav,ال[background] مالك من من حيث ال-الدراسه شو شو دارس أبو بطي؟ ,CS,5111,2,Mixat-Part1
TheDirection_1_39_132550_135102.wav,هذي قصه طويله يا أبو عبد العزيز.,Arabic,2552,7,Mixat-Part1
TheDirection_1_40_135102_136461.wav,احنا اليوم ياين نسمع القصه.,Arabic,1359,5,Mixat-Part1
TheDirection_1_41_136461_147347.wav,اليوم الله يسلمك، بدايه الدراسه كانت في الفين واثناش اللي هي بدايه دراسه قصدي البكالوريوس .,Arabic,10886,16,Mixat-Part1
TheDirection_1_42_147347_158446.wav,تخرجت من العين في ألفين وواحد، وتم ابتعاثنا بفضل الله إلى أيرلندا لدراسه الطب.,Arabic,11099,14,Mixat-Part1
TheDirection_1_43_158446_159812.wav,ما شا الله.,Arabic,1366,3,Mixat-Part1
TheDirection_1_44_159812_160535.wav,هذا في بدايه.,Arabic,723,3,Mixat-Part1
TheDirection_1_45_160535_167814.wav,أول مقابله ييت بتقولي هاي المعلومه قلتلك الحين بنسجل بعدين أنا ما كنت أعرف هاي المعلومه هاي جبل.,Arabic,7279,18,Mixat-Part1
TheDirection_1_46_167814_182487.wav,الحين بنقول لكم إياها، وهذه يعني على ما فيها من تعب و و ساعات الواحد يحس إن [he lost] أو أو أو ما نجح أو أو تعثر. ,Arabic,14673,11,Mixat-Part1
TheDirection_1_47_182487_189753.wav,على ما فيها من خبره، على ما فيها من معرفه، على ما فيها من .,Arabic,7266,15,Mixat-Part1
TheDirection_1_48_189753_198279.wav,هي أثرت شخصيتك، مثل ما يوم سألتني منو محمد المطوع اليوم؟ محمد المطوع لولا هاي التجربه يمكن يكون شخص ثاني.,Arabic,8526,20,Mixat-Part1
TheDirection_1_49_198279_198898.wav,صح صح.,Arabic,619,2,Mixat-Part1
TheDirection_1_50_198898_207510.wav,شخصيه مختلفه تمامًا، فا ألفين وواحد طلعت على أيرلندا لدراسه الطب.,Arabic,8612,11,Mixat-Part1
TheDirection_1_51_207510_217062.wav,طبعًا كان اختياري ولكن خلينا نجول كان في توجيه، بشكل عام من ال- ال- الأسره إنه أدرس طب، الحمد لله كانت النسبه عالي.,Arabic,9552,12,Mixat-Part1
TheDirection_1_52_217062_220821.wav,وهم الله يحفظهم دومًا يبون يا دكتور، يا مهندس غيره ما شي.,Arabic,3759,12,Mixat-Part1
TheDirection_1_53_220821_229755.wav,بالظبط، الله يحفظهم ويطول أعمارهم إن شا الله ويرحم موتانا وموتى المسلمين.,Arabic,8934,12,Mixat-Part1
TheDirection_1_54_229755_235839.wav,زين فكان فيه تشجيع من الأهل إنه ادرس طب وأنت كنت متقبل هاي الفكره وتباها.,Arabic,6084,15,Mixat-Part1
TheDirection_1_55_235839_236596.wav,متقبل هاي الفكره.,Arabic,757,3,Mixat-Part1
TheDirection_1_56_236596_237572.wav,والنسبه كانت زينه.,Arabic,976,3,Mixat-Part1
TheDirection_1_57_237572_245969.wav,النسبه كانت عاليه تشجع فا شو شو ال [most challenging field] اللي أقدر أنا أدخل فيه و أرجع أفيد هاي البلاد؟ . ,Arabic,8397,5,Mixat-Part1
TheDirection_1_58_245969_257519.wav,روحت درست الطب أول سنه، ثاني سنه، ثالث سنه بديت أحس إنه أنا شو شو اللي ورطني في هالشغله هاي [this’s not my field]. ,Arabic,11550,13,Mixat-Part1
TheDirection_1_59_257519_259114.wav,[okay] ثالث سنه.,CS,1595,3,Mixat-Part1
TheDirection_1_60_259114_268591.wav,ثالث سنه، ولكن ثالث سنه أنت تقول لا [wait] يعني أنت الحين قطعت مشوار فا[?Do you go back]إحنا ثلاث سنين.,CS,9477,20,Mixat-Part1
TheDirection_1_61_268591_270863.wav,مده الدراسه كلها ست سنوات يعتبر.,Arabic,2272,6,Mixat-Part1
TheDirection_1_62_270863_283771.wav,أكثر هي سبع سنوات و لكن أنا أخذت مني سنه زياده صارت تعثرت في سنه لظروف خاصه، فا كان باجي لي المهم كملت.,Arabic,12908,23,Mixat-Part1
TheDirection_1_63_283771_284549.wav,ثلاث سنين.,Arabic,778,2,Mixat-Part1
TheDirection_1_64_284549_291359.wav,ثلاث سنين، رابع سنه بدأ عندنا ال- ال[clinical years] اللي هي تداوم في المستشفى. ,Arabic,6810,6,Mixat-Part1
TheDirection_1_65_291359_297643.wav,هني محمد قال لا [this's not what i wanna do] أنا برجع.,CS,6284,12,Mixat-Part1
TheDirection_1_66_297643_309751.wav,طبعا كان فيه ضغط إنه لا استمر كمل، يا جماعه، طبعا خلال السنوات كان في ضغط، يعني أقول برجع بضرب [uturn] يقولوا لي لا كمل خلاص أنت الحين وصلت نص الدرب. ,CS,12108,31,Mixat-Part1
TheDirection_1_67_309751_316580.wav,تعرف سبحان الله أقولهم الإحساس كأنه أنت تقول في خاطرك أنا كنت أقول في خاطري أنا وجهتي أبو ظبي.,Arabic,6829,19,Mixat-Part1
TheDirection_1_68_316580_328478.wav,لكن أنا ضارب خط العين، فا حتى ربعي يوم الشباب اللي كانوا معانا يقولوا لك الحمد لله خلصنا سنه، أنا أقول والله أنا أحس إني تأخرت سنه. ,Arabic,11898,27,Mixat-Part1
TheDirection_1_69_328478_329712.wav,سبحان الله.,Arabic,1234,2,Mixat-Part1
TheDirection_1_70_329712_330582.wav,لهاي الدرجه.,Arabic,870,2,Mixat-Part1
TheDirection_1_71_330582_333273.wav,أنت ماشي في في مسار أنت تحس. ,Arabic,2691,2,Mixat-Part1
TheDirection_1_72_333273_335671.wav,أنت تحس إنه م- مش مجالك. ,Arabic,2398,3,Mixat-Part1
TheDirection_1_73_335671_351300.wav,فسبحان الله الخيار كان وايد صعب تقريبًا في سنه ألفين و سبعه، بحول بعثه برجع أدرس، أرجع أكمل طب في البلاد بشتغل وبكمل [part time].,CS,15629,25,Mixat-Part1
TheDirection_1_75_351316_359452.wav,[My passion was architecture] من البدايه، أنا كنت أعرف هالشي [I was] يعني كيف أقولك [I was fascinated by architecture].,CS,8136,20,Mixat-Part1
TheDirection_1_76_359452_377205.wav,تعجبني ال- المباني والهذا حتى كنت أنزل [simcity] إذا تتذكر وأيلس أسوي وأخطط، لكن سبحان الله الواحد أحيانًا، اتغيب عنه الفكره خلاص يعني يقول أنا قررت بمشي بهالطريج، هذا هو درب. ,Arabic,17753,1,Mixat-Part1
TheDirection_1_78_377211_389938.wav,في ألفين وسبعه وصل حدي خلاص أنا لازم أرجع، الأهل شوي اتقبلوا الفكره إن خلاص الريال [surious] هالمره سرت عند عمي قلت له أنا برجع و بشتغل.,CS,12727,27,Mixat-Part1
TheDirection_1_79_389938_404543.wav,أنا أبى أدرس هندسه بس ما في أريد أعيد خمس سنين خلاص، ربعي اللي وياي، اللي درس ماجستير وخلص، اللي داوم، اللي عرس ما شاء الله اللي كذا، فأنا أبى الحق الركب بدفعتي.,Arabic,14605,33,Mixat-Part1
TheDirection_1_81_404570_404977.wav,صح,Arabic,407,1,Mixat-Part1
TheDirection_1_82_404977_412906.wav,كان عمري أربعه وعشرين، خمسه وعشرين سنه يعني، اللي في سني داوموا وأسسوا أمورهم ورتبوا حياتهم. ,Arabic,7929,16,Mixat-Part1
TheDirection_1_83_412906_421024.wav,فقالي شوف تبى شغل؟ بنشغلك بنوعيك من الساعه سته الصبح تيجي تشتغل.,Arabic,8118,12,Mixat-Part1
TheDirection_1_84_421024_436867.wav,لكن شغله أنت تطالع الساعه متى أخلصها؟ تفريت اللي فيها قلت خلاص، بس أنا ما أباها، قال هاي الشغله ما تباها لعمرك. هذي تمت اتزن في راسي ما قدرت إني يعني أتغاضى عنها. ,Arabic,15843,33,Mixat-Part1
TheDirection_1_86_436869_446038.wav,ورجعت، طبعًا كنت ما بين إنه استكمال البعثه، أو دراسه الهندسه بجامعه الإمارات.,Arabic,9169,13,Mixat-Part1
TheDirection_1_87_446038_456416.wav,فكنت أخاطب الوزاره أقولهم خلاص حولوني أنا إلى تخصص آخر، قالوا بنحولك، إذا بنحولك بنحولك طب قلت لهم أنا ما أبغي طب أنا.,Arabic,10378,23,Mixat-Part1
TheDirection_1_88_456416_456953.wav,خلاص.,Arabic,537,1,Mixat-Part1
TheDirection_1_89_456953_463866.wav,جامعه الإمارات يوميت قالولي أنت شهادتك قديمه، أنت يا تعيد الثانويه ما نقدر نقبلك كمستجد. ,Arabic,6913,15,Mixat-Part1
TheDirection_1_90_463866_472525.wav,أو تعيد ال- أو يكون عندك [transfer credit] وأنت ما عندك أنت طب دارس وتبغى تدخل هندسه شو بنحول لك؟,CS,8659,20,Mixat-Part1
TheDirection_1_91_472525_480861.wav,"[Biochemistry, pharmacology] وهني [physics]و [Materials] والأمور هاي.",CS,8336,7,Mixat-Part1
TheDirection_1_92_480861_496252.wav,فسبحان الله ربك ربك يوم يبى ييسر ال-الموضوع استوت لجنه وطلعوا مثل قرار إنه أي واحد يستكمل دراسه خارج البلاد لمده سنتين يعفى من المواد اللي هي التعليم الأساسي يسمونها في جامعه الإمارا.,Arabic,15391,2,Mixat-Part1
TheDirection_1_93_496252_496758.wav,[okay].,English,506,1,Mixat-Part1
TheDirection_1_94_496758_502847.wav,وتعادل أربعه وعشرين، سته وعشرين ساعه [which will get you through] تدخلك الكليه. ,CS,6089,13,Mixat-Part1
TheDirection_1_95_502847_503781.wav,ممتاز.,Arabic,934,1,Mixat-Part1
TheDirection_1_96_503781_509153.wav,والحمد لله دخلت الجامعه طبعًا.,Arabic,5372,5,Mixat-Part1
TheDirection_1_97_509153_510298.wav,دخلت هندسه معماريه.,Arabic,1145,3,Mixat-Part1
TheDirection_1_98_510298_512170.wav,هندسة معمارية [from scratch].,CS,1872,4,Mixat-Part1
TheDirection_1_99_512170_515248.wav,زين من طب إلى [architecture].,CS,3078,5,Mixat-Part1
TheDirection_1_100_515248_519881.wav,إلى [architecture]حتى قابلني ال[dean] قبل انقبل.,CS,4633,6,Mixat-Part1
TheDirection_1_101_519881_526195.wav,يلست وياه نفس هاليلسه بس على طاوله أكبر [dean of admission] أمريكي كان جامعة الإمارات.,CS,6314,15,Mixat-Part1
TheDirection_1_102_526195_538645.wav,حتى يوم اتصلت لي السكرتيره قالت لي محمد الدين يبى يقابلك، قلت لها يعني هل هذا [part of the process] قالت لا، الصراحه هو يختار حد قلت يلا الله يستر بس شو بيقولي.,CS,12450,33,Mixat-Part1
TheDirection_1_104_538664_540616.wav,شو أغير من طب ياي لينا نحن.,Arabic,1952,7,Mixat-Part1
TheDirection_1_106_551293_564473.wav,نفس ما صار لي مع، جي قالي قولي شو السالفه، فشرحت له قلت له الموضوع واحد اثنين ثلاث ما شفت نفسي في الطب وأنا إن شاء الله بحول [architecture]، قالي محمد قبولك يحتاج إلى استثناء.,CS,13180,35,Mixat-Part1
TheDirection_1_107_564473_577179.wav,"[and I'm willing to do it for you] كان أمريكي قال [and I'm willing to do it for you but, don't come after two years and tell me this wasn't what I wanted].",CS,12706,33,Mixat-Part1
TheDirection_1_108_577179_589693.wav,قلت له[I can assure you this will never happen] قالي [I will keep an eye on your transcript and your progress and go ahead] خلاص إن شاء الله بتنقبل.,CS,12514,29,Mixat-Part1
TheDirection_1_109_589693_590209.wav,ودخلت.,Arabic,516,1,Mixat-Part1
TheDirection_1_110_590209_592635.wav,وياني الإتصال قالوا لي سير طلع البطاقه ودخلت.,Arabic,2426,8,Mixat-Part1
TheDirection_1_111_592635_593319.wav,ما شا الله.,Arabic,684,3,Mixat-Part1
TheDirection_1_112_593319_604237.wav,"طبعا كان [race] أبى أخلص، ست سبع مواد على صيفي ست سبع على صيفي الحمد لله خلصت في [four years and one semester,four years and a half].",CS,10918,27,Mixat-Part1
TheDirection_1_115_604298_615549.wav,[okay]، اللهم لك الحمد. فخلصت أنت من دراسه الهندسه المعماريه بعدين بديت مسارك الوظيفي، الحين اليوم ما شاء الله أنت في جهه حكوميه.,CS,11251,23,Mixat-Part1
TheDirection_1_116_615549_616149.wav,الحمدلله.,Arabic,600,1,Mixat-Part1
TheDirection_1_117_616149_619439.wav,كملت كم سنه الحين في هاي الوظيفه الحاليه؟ ,Arabic,3290,8,Mixat-Part1
TheDirection_1_118_619439_621721.wav,الوظيفه الحاليه تقريبًا خمس سنوات.,Arabic,2282,5,Mixat-Part1
TheDirection_1_119_621721_632479.wav,عظيم ما شاء الله [very interesting] وايد ما شاء الله ال-المسار أو مشوارك الأكاديمي والوظيف. ,CS,10758,10,Mixat-Part1
TheDirection_1_120_632479_633782.wav,الحمد لله رب العالمين,Arabic,1303,4,Mixat-Part1
TheDirection_1_121_633782_643497.wav,وايد يعني في في أمور وايد إن إحنا نجدر نستنبطها ونتعلم منها لكن أنا اليوم أبى تخبرنا عن مغامرات كرس. ,Arabic,9715,2,Mixat-Part1
TheDirection_1_122_643497_645047.wav,مغامرات كرسي.,Arabic,1550,2,Mixat-Part1
TheDirection_1_123_645047_654414.wav,الموضوع اللي رمسنا فيه أول يوم يوم تلاقينا، خبرتني عن هال[YouTube channel] واللي لين الحين أنا يعني شايل علىك شويه إنك أنت بس سويت حلقه.,CS,9367,25,Mixat-Part1
TheDirection_1_124_654414_655430.wav,مقصر فيا شويه نعم.,Arabic,1016,4,Mixat-Part1
TheDirection_1_125_655430_662761.wav,مقصر لأن ببطء هل نحنا نقول دايما حتى أنا ومحمد اللي هي أصلًا فكره [the direction podcast].,CS,7331,17,Mixat-Part1
TheDirection_1_126_662761_663231.wav,صحيح.,Arabic,470,1,Mixat-Part1
TheDirection_1_127_663231_668374.wav,انقول نحنا اليوم المحتوى العربي يحتاج مثل هاي المواضيع.,Arabic,5143,9,Mixat-Part1
TheDirection_1_128_668374_668924.wav,أكيد.,Arabic,550,1,Mixat-Part1
TheDirection_1_129_668924_670580.wav,في مختلف المجالات.,Arabic,1656,3,Mixat-Part1
TheDirection_1_130_670580_671060.wav,صح.,Arabic,480,1,Mixat-Part1
TheDirection_1_131_671060_684405.wav,والمحتوى اللي أنت تجدمه واللي شفناه في حلقه وحده محتوى رائع جدًا، فعلًا نحنا نحتاج لإن إذا تكتب أنت لو تكتب بالإنجليزي مثلًا بتحصل وايد.,Arabic,13345,25,Mixat-Part1
TheDirection_1_133_684421_684742.wav,كثير.,Arabic,321,1,Mixat-Part1
TheDirection_1_135_684756_690473.wav,ملايين من ال- ال- النتايج في البحث اللي أنت بتحطه في [google] بتطلع لك ملايين النتاي.  ,Arabic,5717,2,Mixat-Part1
TheDirection_1_136_690473_691883.wav,لكن بالعربي ما عندنا وايد.,Arabic,1410,5,Mixat-Part1
TheDirection_1_137_691883_692357.wav,صحيح.,Arabic,474,1,Mixat-Part1
TheDirection_1_138_692357_702198.wav,فأباك اتخبرنا عن مغامرات كرسي، شو اللي ياب هالفكره على بالك، شو اللي خلاك أنت تدخل وتسوي هالمحتوى هذا؟,Arabic,9841,19,Mixat-Part1
TheDirection_1_139_702198_713470.wav,أكيد، أبو عبد العزيز أول ما استوت لي الإصابه طبعًا استوت لي الاصابه في ألفين وثمان تاش.,Arabic,11272,17,Mixat-Part1
TheDirection_1_140_713470_714110.wav,[okay].,English,640,1,Mixat-Part1
TheDirection_1_141_714110_726431.wav,يمكن اتكلمنا وياك ويا الشباب قبل إصابه صارت لي في مسبح، في مسبح المزرعه مزرعتنا يعني   ,Arabic,12321,9,Mixat-Part1
TheDirection_1_142_726431_741095.wav,نقصت رواسي في المكان الضحل ال- ال- اللي ما في ماي وايد فصار لي كسر في العمود الفقري وسبب لي اللي هو الشلل النصف ,Arabic,14664,5,Mixat-Part1
TheDirection_1_143_741095_753935.wav, في  فتره مكوثي في البيت وخلال فتره العلاج في أمريكا أو خليني أتكلم عن مستشفى راشد بتح- بالتحدي ,Arabic,12840,16,Mixat-Part1
TheDirection_1_144_753935_766883.wav,أنا ما كنت أعرف يعني، ما كنت مقدر كميه ال- خلينا نقول الضرر اللي صار أو كيف إن الحياه بتتغير اميه وثمانين درجه بالنسبه لك. ,Arabic,12948,25,Mixat-Part1
TheDirection_1_145_766883_768066.wav,صح أنت مو مستوعب.,Arabic,1183,4,Mixat-Part1
TheDirection_1_146_768066_779701.wav,ما مستوعب بعدني توه الإصابه وبعدني مش مستوعب، فبديت يعني سبحان الله هاي نعمه من رب العالمين بعد، ونحث الناس عليها اليوم المعلومات متوفره.,Arabic,11635,24,Mixat-Part1
TheDirection_1_147_779701_784859.wav,واحد بس عليه إنه يدخل ويبحث على الشي اللي يبغي مثل ما تفضلت.,Arabic,5158,13,Mixat-Part1
TheDirection_1_148_784859_799761.wav,دخلت جلست أدور مثل ما قلت عن محتوى سواءً عربي إنجليزي اللي هو أبى أعرف شو اللي صاير عندي أنا؟ كيف أنا بتأقلم على الحياه عقب؟ ,Arabic,14902,26,Mixat-Part1
TheDirection_1_149_799761_817515.wav,هل فيه [chances to recover] ولا ما في؟ اكثير أمور طبعًا محاور وايد إن شاء الله بنتطرق لها كثير في في مغامرات كرسي كذلك، لكن الجانب الأهم هو كيف أنا أتعامل مع الإصابه هاي شو الأشياء ,CS,17754,19,Mixat-Part1
TheDirection_1_151_817541_829275.wav,الإصابه ويمكن ناس كثير ما تعرف هي مش اللي أنت، يعني هي مش ال- ال- ال- الإعاقه الجسديه اللي أنت تشوفها فقط ,Arabic,11734,13,Mixat-Part1
TheDirection_1_152_829275_843184.wav,في أمور أخرى مرتبطه بالإصابه، تنتج عنها وذكرت إذا بترجع للحلقه في كذا أمور أحيانًا ما حد ينبهك إلها.,Arabic,13909,18,Mixat-Part1
TheDirection_1_153_843184_843714.wav,صحيح.,Arabic,530,1,Mixat-Part1
TheDirection_1_154_843714_848853.wav,وما تعرفها، طيب كيف أنا أتعامل؟ أهلي كيف بيتعاملون وياي في هالحاله؟,Arabic,5139,12,Mixat-Part1
TheDirection_1_155_848853_864926.wav,شو الأشياء اللي يحتاجونها يوفرونها لل- لي كمصاب؟ أو إذا في أهل المصاب، شو الأشياء اللي لازم يوفروا لي إياها؟ فمثل هذي الأشيا خلتني أفكر يا أخي.,Arabic,16073,27,Mixat-Part1
TheDirection_1_157_864958_876775.wav,ويعني مثل ما أنا عانيت خلنا نقول، ما بقول عانيت تعبت في الحصول على المعلومه اللي أنا أبغيها. ,Arabic,11817,18,Mixat-Part1
TheDirection_1_158_876775_886272.wav,اللي ممكن اتساعدني إني أنا أتأقلم، أتعلم على ال [transfer]، أتعلم على ,CS,9497,12,Mixat-Part1
TheDirection_1_159_886272_887595.wav,هذا التغير في حياتك.,Arabic,1323,4,Mixat-Part1
TheDirection_1_160_887595_888152.wav,بالظبط.,Arabic,557,1,Mixat-Part1
TheDirection_1_161_888152_891523.wav,كنت عايش في نمط معين، فجأه ها النمط هذا اتغير.,Arabic,3371,10,Mixat-Part1
TheDirection_1_163_901029_915263.wav,وممكن ما يكون عندهم ال- ال[tools] أو ال- ال[informations] المناسب اللي يخليهم أو يساعدهم إنهم خلنا نقول يتأقلمون على الإصابه والوضع اللي هم في. ,Arabic,14234,4,Mixat-Part1
TheDirection_1_164_915263_932931.wav,الحين ببطئ بعد في حين في في شي وأنا أشوف الحلقه، يعني يه في بالي هالشي، إن نحنا يا جماعه اليوم، يوم محمد المطوع ولا ولا بدر نرمس في هالموضوع هذا ونعطي أفكار نعطي طرق للتعامل، تراها مو بشرط إن. [one size fits all].,Arabic,17668,5,Mixat-Part1
TheDirection_1_166_932973_933853.wav,أكيد.,Arabic,880,1,Mixat-Part1
TheDirection_1_167_933853_936316.wav,نحنا مو بدكاتره.,Arabic,2463,3,Mixat-Part1
TheDirection_1_168_936316_936766.wav,أكيد.,Arabic,450,1,Mixat-Part1
TheDirection_1_172_941958_942768.wav,تجربه شخصيه.,Arabic,810,2,Mixat-Part1
TheDirection_1_173_942768_959088.wav,أشيا هو سواها في حياته وما شاء الله الأثر واضح يعني الأثر واضح يعني، في في، كل كل الأشياء اللي أنت تمارسها في حياتك الاجتماعيه ويا ربعك، في وظيفتك ف-ا ما شاء الله عليك ناجح ولله الحمد ناجح. ,Arabic,16320,8,Mixat-Part1
TheDirection_1_174_959088_959808.wav,اللهم لك الحمد.,Arabic,720,3,Mixat-Part1
TheDirection_1_175_959808_972780.wav,فا- فبالتالي يعني وايد مهم، إن نحنا مثل هاي التجارب نعرضها للناس، لكن هو مب ب[prescription] مب بوصفه حق الكل ، ايه لكن.,CS,12972,23,Mixat-Part1
TheDirection_1_176_972780_985140.wav,خذ منها اللي اتشوفه مناسب لك، وحور أو أو أو أو برمج ال- المعلومه الثانيه بما يتناسب مع احتياجات. ,Arabic,12360,7,Mixat-Part1
TheDirection_1_177_985140_994040.wav,وذكرت سبحان الله هالنقطه بعد وايد مهمه يا أخي ال- الإعداد النفسي للمصاب شو مكان. ,Arabic,8900,9,Mixat-Part1
TheDirection_1_178_994040_994667.wav,مهم.,Arabic,627,1,Mixat-Part1
TheDirection_1_181_1010648_1028133.wav,في وايد أمور مرتبطه وأشيا يسويها بشكل يومي مرتبطه بهالصبع كانت تحتاج إلى طريقه هي طريقه مختلفه. يعني في عقال حتى يقول لي حتى في الأكل يعني ساعات لازم أنا  تكون لي طريقه معينه وخذالي وقت لين ما أتأقلم مع الشي هذا.,Arabic,17485,42,Mixat-Part1
TheDirection_1_183_1028161_1028971.wav,صحيح.,Arabic,810,1,Mixat-Part1
TheDirection_1_184_1028971_1034986.wav,فالتجربه اللي أنت مريت فيها، زين أنت كنت في أحد المستشفيات.,Arabic,6015,11,Mixat-Part1
TheDirection_1_185_1034986_1035369.wav,نعم.,Arabic,383,1,Mixat-Part1
TheDirection_1_186_1035369_1037040.wav,بعدين أعتقد سافرت بره.,Arabic,1671,4,Mixat-Part1
TheDirection_1_187_1037040_1037493.wav,نعم.,Arabic,453,1,Mixat-Part1
TheDirection_1_188_1037493_1037768.wav,صح؟,Arabic,275,1,Mixat-Part1
TheDirection_1_189_1037768_1038186.wav,نعم.,Arabic,418,1,Mixat-Part1
TheDirection_1_190_1038186_1051907.wav,زين، يوم سافرت بره عندهم مثلًا أنا اللي كانوا يسوونه مثل علاج طبيعي، وشوفت مثلًا تمارين تحت الماي، وها متل هاي الأمور هاي كلها كانت هل عندهم جانب إعدادك نفسيًا؟ ,Arabic,13721,30,Mixat-Part1
TheDirection_1_191_1051907_1052531.wav,أكيد.,Arabic,624,1,Mixat-Part1
TheDirection_1_192_1052531_1056500.wav,عندهم هالجانب، خبرنا عن هالجانب هذا شو اللي عطوك إياه؟,Arabic,3969,10,Mixat-Part1
TheDirection_1_193_1056500_1071687.wav,أنت أول ما توصل أصلًا للمستشفى تقريبًا يمرون عليك كافه الدكاتره، دكتور الأعصاب، دكتور الباطنيه، العظام، بالإضافه إلى ,Arabic,15187,18,Mixat-Part1
TheDirection_1_194_1071687_1082011.wav,هاي [therapist] اتي تسولف وياك، السلام علىكم بدر خبرني شو اللي استوى وياك [how do you feel about it?] شو تحس؟,CS,10324,21,Mixat-Part1
TheDirection_1_195_1082011_1095694.wav,كيف تأثر ال- ال- أعضاء العائله عندك بالموضوع؟ شو الجوانب اللي أنت تحس نحن نجدر انساعدك فيها نفسيًا ,Arabic,13683,2,Mixat-Part1
TheDirection_1_196_1095694_1107345.wav,وتتكلم وياه أصلًا مجرد الكلام، وإنك أنت تبدا تطلع ال- بعد لأن مرحله صعبه بدر، مرحله جدًا صعبه. ,Arabic,11651,18,Mixat-Part1
TheDirection_1_197_1107345_1118340.wav,يعني الإنسان سبحان الله ما يعرف قيمه الشي اللي عنده وقيمه الصحه إلا يوم يفقدها.,Arabic,10995,15,Mixat-Part1
